Order_ID,Customer_Name,Gender,Category,Product,Quantity,Unit_Price,Discount,Order_Date,Sales_Channel,Region,Phone,Product_Name_Duplicate
1267.0,Riya,Male,electronics,Laptop,1.0,199.0,5.0,12-28-2024,Wholesale,North,,Laptop
1268.0,Asha,,Furniture,Chair,4.0,999.0,,06-16-2024,Retail,,,Chair
1269.0,Emily,,Clothing,Jacket,1.0,499.0,,12-01-2024,,,,Jacket
1270.0,Emily,,Clothing,Jeans,1.0,199.0,,04-18-2024,Online,,,Jeans
1271.0,Emily,Female,electronics,Laptop,,499.0,15.0,04-09-2024,Retail,West,-9876543119,Laptop
1272.0,Sam,Male,Groceries,Apples,3.0,1500.0,,05-15-2025,,North,9876543210,Apples
1273.0,Chen,Female, CLOTHING ,Shirt,1.0,999.0,5.0,03-29-2024,Retail,North,,Shirt
1274.0,John,,Furniture,Desk,2.0,1500.0,15.0,07-29-2024,Wholesale,West,91-9988776655,Desk
1275.0,John,,GROCERIES,Apples,3.0,999.0,15.0,06-08-2024,Online,South,,Apples
1276.0,Riya,Male,Groceries,Bananas,4.0,499.0,,12-23-2024,Retail,South,91-9988776655,Bananas
1277.0,Asha,Male,Furniture,Chair,3.0,,0.0,01-20-2024,Retail,West,,Chair
1278.0,Chen,,Electronics,Laptop,,499.0,10.0,06-28-2024,Online,North,,Laptop
1279.0,Wei,Male,Groceries,Rice,2.0,,15.0,09-08-2024,Wholesale,East,,Rice
1280.0,Wei,,GROCERIES,Apples,4.0,,10.0,10-11-2024,Wholesale,West,,Apples
1281.0,Riya,Female,Electronics,Mobile,4.0,199.0,0.0,11-24-2024,Retail,West,-9876543119,Mobile
1282.0,Sam,,Groceries,Apples,3.0,,,05-05-2024,,,,Apples
1283.0,Sam,Male, CLOTHING ,Shirt,2.0,1500.0,0.0,03-07-2024,Online,South,,Shirt
1284.0,Chen,Female,GROCERIES,Bananas,3.0,,10.0,09-26-2024,Wholesale,South,-9876543119,Bananas
1285.0,Asha,Female,Clothing,Shirt,5.0,199.0,0.0,11-28-2024,Wholesale,West,,Shirt
1286.0,Asha,,GROCERIES,Rice,4.0,499.0,0.0,04-17-2024,,,9876543210,Rice
1287.0,John,,Electronics,Tablet,,999.0,,09-14-2024,Online,East,,Tablet
1288.0,Emily,Male,Clothing,Jeans,5.0,499.0,0.0,09-09-2024,Retail,South,,Jeans
1289.0,John,Male,Electronics,Mobile,2.0,499.0,5.0,04-25-2025,Online,,9876543210,Mobile
1290.0,Asha,, CLOTHING ,Jacket,1.0,999.0,,03-23-2025,Retail,East,9876543210,Jacket
1291.0,Maria,, CLOTHING ,Shirt,2.0,,0.0,06-09-2024,Online,East,91-9988776655,Shirt
1292.0,Chen,Male,Groceries,Rice,,999.0,15.0,08-01-2024,Retail,East,9876543210,Rice
1293.0,Ahmed,Male,Groceries,Apples,3.0,1500.0,10.0,01-28-2025,Wholesale,North,,Apples
1294.0,Maria,Female,GROCERIES,Bananas,,,0.0,05-17-2024,Retail,,,Bananas
1295.0,Sam,Female,Clothing,Jacket,,199.0,,04-03-2024,Online,West,,Jacket
1296.0,Sam,Male,Electronics,Tablet,,999.0,5.0,03-12-2024,Wholesale,,,Tablet
1297.0,Chen,Female,Groceries,Rice,5.0,499.0,5.0,04-18-2024,Online,North,,Rice
1298.0,Asha,Male,Electronics,Mobile,5.0,499.0,,01-23-2024,Online,North,9876543210,Mobile
1299.0,Riya,Male,electronics,Tablet,5.0,,15.0,11-07-2024,,West,,Tablet
1300.0,Ahmed,Female,electronics,Tablet,3.0,199.0,,11-16-2024,Retail,East,-9876543119,Tablet
1301.0,Ali,Male, CLOTHING ,Shirt,,999.0,,04-02-2025,Online,South,-9876543119,Shirt
1302.0,Sam,Female,Clothing,Jacket,,1500.0,,02-03-2025,Wholesale,East,,Jacket
1303.0,Emily,,electronics,Mobile,5.0,199.0,15.0,05-20-2024,Online,North,,Mobile
1304.0,Riya,Male,GROCERIES,Apples,2.0,1500.0,,03-04-2025,,,-9876543119,Apples
1305.0,John,Female,Clothing,Jacket,3.0,499.0,10.0,10-24-2024,Retail,East,9876543210,Jacket
1306.0,Emily,,GROCERIES,Bananas,1.0,999.0,10.0,04-13-2025,Retail,East,91-9988776655,Bananas
1307.0,Emily,Female,electronics,Mobile,1.0,999.0,10.0,03-05-2025,,East,9876543210,Mobile
1308.0,Sam,Female,Electronics,Tablet,2.0,499.0,10.0,01-15-2025,,West,,Tablet
1309.0,Riya,Female,Clothing,Shirt,5.0,199.0,,04-03-2025,Retail,East,-9876543119,Shirt
1310.0,Asha,Male,Groceries,Apples,,1500.0,,05-04-2025,Retail,,9876543210,Apples
1311.0,Wei,,electronics,Tablet,2.0,199.0,,09-21-2024,Retail,West,,Tablet
1312.0,Ali,Male, CLOTHING ,Jeans,4.0,,,04-12-2025,,West,91-9988776655,Jeans
1313.0,Ahmed,Female,Clothing,Jeans,,199.0,,11-15-2024,Online,North,-9876543119,Jeans
1314.0,Chen,,GROCERIES,Apples,,,,05-14-2024,Retail,South,-9876543119,Apples
1315.0,Asha,Female, CLOTHING ,Jacket,,499.0,0.0,11-03-2024,Online,East,91-9988776655,Jacket
1316.0,Ahmed,Female,Furniture,Chair,1.0,1500.0,0.0,05-31-2024,Retail,South,91-9988776655,Chair
1317.0,Ahmed,, CLOTHING ,Shirt,1.0,,,07-08-2024,Retail,East,,Shirt
1318.0,Sam,Female,Electronics,Mobile,,1500.0,5.0,10-16-2024,Online,East,91-9988776655,Mobile
1319.0,Riya,, CLOTHING ,Jacket,1.0,499.0,10.0,04-11-2025,,South,,Jacket
1320.0,John,Male, CLOTHING ,Jacket,2.0,,,02-07-2024,Online,,,Jacket
1321.0,Ali,, CLOTHING ,Jacket,,499.0,,04-30-2025,Online,North,,Jacket
1322.0,Ahmed,Male,Electronics,Laptop,2.0,1500.0,,01-09-2025,,West,-9876543119,Laptop
1323.0,Ali,,Clothing,Jeans,2.0,,,03-03-2025,Retail,West,,Jeans
1324.0,Maria,,electronics,Tablet,5.0,199.0,15.0,08-02-2024,Wholesale,East,91-9988776655,Tablet
1325.0,Maria,Male,GROCERIES,Apples,1.0,,0.0,12-22-2024,,East,,Apples
1326.0,Sam,Female, CLOTHING ,Jeans,4.0,199.0,15.0,01-22-2024,Wholesale,North,-9876543119,Jeans
1327.0,Ahmed,Female,electronics,Laptop,3.0,,15.0,03-30-2025,Retail,South,,Laptop
1328.0,Emily,,Clothing,Shirt,2.0,,,10-22-2024,,East,91-9988776655,Shirt
1329.0,Wei,Male,GROCERIES,Bananas,,199.0,0.0,08-05-2024,,North,91-9988776655,Bananas
1330.0,Chen,Female,GROCERIES,Apples,1.0,499.0,10.0,11-15-2024,Wholesale,West,-9876543119,Apples
1331.0,John,,Clothing,Jeans,,999.0,0.0,04-11-2024,Retail,East,9876543210,Jeans
1332.0,Asha,,Electronics,Laptop,4.0,199.0,,08-13-2024,Online,South,,Laptop
1333.0,Asha,Male, CLOTHING ,Jacket,,1500.0,15.0,07-28-2024,Wholesale,West,91-9988776655,Jacket
1334.0,Ali,Female,Furniture,Chair,3.0,,10.0,01-11-2025,Retail,,,Chair
1335.0,Chen,,electronics,Tablet,,,,07-09-2024,Retail,West,9876543210,Tablet
1336.0,Ahmed,Female,Furniture,Sofa,4.0,1500.0,15.0,11-09-2024,,North,91-9988776655,Sofa
1337.0,Sam,Female,GROCERIES,Apples,,,,12-25-2024,,West,,Apples
1338.0,Ali,Male,Groceries,Apples,2.0,1500.0,5.0,05-22-2024,Online,South,9876543210,Apples
1339.0,Sam,Female,Groceries,Rice,,1500.0,15.0,05-15-2025,Online,South,91-9988776655,Rice
1340.0,Asha,Female,Furniture,Sofa,,,,03-20-2024,Retail,,,Sofa
1341.0,Ahmed,,Clothing,Jeans,5.0,1500.0,15.0,05-21-2024,Wholesale,East,,Jeans
1342.0,Riya,Female,GROCERIES,Apples,1.0,999.0,,01-30-2024,,North,,Apples
1343.0,Wei,Female,electronics,Laptop,4.0,,,09-20-2024,,South,,Laptop
1344.0,Emily,,Furniture,Sofa,1.0,1500.0,10.0,08-06-2024,Wholesale,West,-9876543119,Sofa
1345.0,Riya,Female,electronics,Mobile,3.0,499.0,,11-07-2024,,West,91-9988776655,Mobile
1346.0,Wei,,GROCERIES,Bananas,,,5.0,01-18-2024,,North,9876543210,Bananas
1347.0,Emily,Male,electronics,Tablet,4.0,499.0,15.0,03-29-2025,Wholesale,West,9876543210,Tablet
1348.0,Riya,Female,Groceries,Bananas,,1500.0,,04-11-2025,Wholesale,East,-9876543119,Bananas
1349.0,Emily,Male,Clothing,Jacket,4.0,,15.0,02-24-2025,Retail,East,9876543210,Jacket
1350.0,Chen,Male,GROCERIES,Rice,,1500.0,,05-11-2024,Online,South,,Rice
1351.0,Ahmed,Female,Furniture,Chair,5.0,1500.0,10.0,04-02-2025,Wholesale,North,,Chair
1352.0,Sam,,Furniture,Chair,5.0,1500.0,0.0,03-29-2025,Wholesale,West,91-9988776655,Chair
1353.0,Ali,Female,Electronics,Tablet,,199.0,10.0,03-07-2024,Wholesale,North,-9876543119,Tablet
1354.0,John,Female,Groceries,Apples,3.0,1500.0,,02-01-2024,Online,West,91-9988776655,Apples
1355.0,Emily,Female, CLOTHING ,Jacket,,499.0,0.0,09-30-2024,,North,91-9988776655,Jacket
1356.0,Emily,,electronics,Laptop,,,5.0,01-08-2025,Wholesale,West,,Laptop
1357.0,Chen,Male,Groceries,Apples,4.0,,,02-09-2024,Online,North,,Apples
1358.0,Maria,Male,Groceries,Bananas,2.0,199.0,10.0,11-12-2024,,North,-9876543119,Bananas
1359.0,Ahmed,Male,Electronics,Laptop,1.0,199.0,15.0,02-21-2025,Retail,West,91-9988776655,Laptop
1360.0,Sam,,Groceries,Apples,,499.0,5.0,01-19-2025,Online,,-9876543119,Apples
1361.0,Emily,,Furniture,Desk,4.0,1500.0,,04-29-2025,Online,East,9876543210,Desk
1362.0,Emily,Female,GROCERIES,Apples,,1500.0,,02-03-2024,,East,-9876543119,Apples
1363.0,Emily,Female,electronics,Laptop,2.0,1500.0,10.0,06-04-2024,Online,,91-9988776655,Laptop
1364.0,Wei,Female, CLOTHING ,Jeans,2.0,1500.0,15.0,03-12-2024,Retail,North,91-9988776655,Jeans
1365.0,Wei,Female,GROCERIES,Rice,2.0,,10.0,02-26-2024,Wholesale,South,-9876543119,Rice
1366.0,Wei,Female,Electronics,Laptop,3.0,,10.0,03-30-2024,Online,North,,Laptop
1367.0,Sam,Female,Clothing,Jeans,5.0,,10.0,10-06-2024,,West,9876543210,Jeans
1368.0,Ali,Male,Groceries,Apples,,499.0,5.0,11-28-2024,Wholesale,West,91-9988776655,Apples
1369.0,Emily,,Groceries,Rice,4.0,,,08-28-2024,Retail,East,-9876543119,Rice
1370.0,Riya,,Clothing,Jacket,,,,05-25-2024,Retail,East,,Jacket
1371.0,Emily,Female,electronics,Tablet,,,,05-12-2025,Wholesale,South,9876543210,Tablet
1372.0,Emily,Male, CLOTHING ,Shirt,4.0,1500.0,0.0,12-14-2024,Online,North,9876543210,Shirt
1373.0,Chen,Male,Groceries,Apples,1.0,499.0,,03-21-2024,,,-9876543119,Apples
1374.0,Ali,,electronics,Laptop,5.0,,,10-15-2024,Retail,South,9876543210,Laptop
1375.0,Asha,Male,Furniture,Sofa,2.0,,,11-12-2024,Online,West,,Sofa
1376.0,Asha,Male,Furniture,Sofa,2.0,999.0,0.0,02-20-2025,Online,West,91-9988776655,Sofa
1377.0,Riya,,GROCERIES,Apples,5.0,999.0,,02-05-2024,,,,Apples
1378.0,Sam,Male,Clothing,Shirt,5.0,,5.0,03-12-2025,,,,Shirt
1379.0,Chen,Female,Groceries,Apples,5.0,499.0,10.0,05-14-2025,Retail,West,,Apples
1380.0,Maria,Male,electronics,Mobile,4.0,999.0,,03-15-2025,Retail,West,,Mobile
1381.0,Emily,Female,Furniture,Sofa,1.0,199.0,,05-04-2024,Wholesale,South,-9876543119,Sofa
1382.0,Asha,Male,Clothing,Jeans,,1500.0,,02-07-2025,Online,,-9876543119,Jeans
1383.0,Wei,,electronics,Tablet,3.0,,15.0,03-15-2025,Wholesale,West,9876543210,Tablet
1384.0,Wei,Male,Furniture,Chair,2.0,499.0,0.0,11-29-2024,Retail,East,91-9988776655,Chair
1385.0,Riya,,electronics,Mobile,3.0,1500.0,5.0,06-08-2024,Wholesale,,-9876543119,Mobile
1386.0,Ali,,Electronics,Tablet,,,15.0,08-09-2024,,,9876543210,Tablet
1387.0,Maria,Male,electronics,Laptop,3.0,,0.0,11-10-2024,Online,South,9876543210,Laptop
1388.0,Chen,,Furniture,Chair,3.0,1500.0,10.0,02-10-2025,Wholesale,,,Chair
1389.0,Maria,Female,electronics,Tablet,2.0,499.0,0.0,10-08-2024,Retail,,9876543210,Tablet
1390.0,Asha,,Electronics,Tablet,4.0,,,01-09-2025,Wholesale,North,,Tablet
1391.0,Sam,,Groceries,Bananas,2.0,999.0,0.0,01-14-2025,Online,West,9876543210,Bananas
1392.0,Sam,Male,electronics,Mobile,1.0,999.0,,02-19-2025,Wholesale,West,9876543210,Mobile
1393.0,Sam,Female,Electronics,Mobile,3.0,499.0,,04-28-2024,Retail,South,,Mobile
1394.0,John,, CLOTHING ,Jeans,,,10.0,05-12-2024,,East,,Jeans
1395.0,Maria,Female,Electronics,Tablet,3.0,1500.0,5.0,02-17-2025,Wholesale,,91-9988776655,Tablet
1396.0,John,,Furniture,Sofa,1.0,199.0,0.0,05-12-2024,Retail,West,,Sofa
1397.0,Asha,Female,Furniture,Desk,,,,01-10-2025,Online,,-9876543119,Desk
1398.0,Sam,Female,GROCERIES,Bananas,,1500.0,,01-31-2024,Wholesale,South,91-9988776655,Bananas
1399.0,Ali,Female,Electronics,Laptop,4.0,199.0,,11-13-2024,Wholesale,North,,Laptop
1400.0,John,Male,Electronics,Tablet,3.0,199.0,10.0,08-14-2024,Wholesale,East,9876543210,Tablet
1401.0,Wei,Male,Electronics,Tablet,4.0,1500.0,,11-18-2024,Wholesale,East,91-9988776655,Tablet
1402.0,John,Male,GROCERIES,Rice,,1500.0,15.0,02-07-2025,Online,West,,Rice
1403.0,Emily,Female,GROCERIES,Apples,,1500.0,5.0,03-29-2025,,,9876543210,Apples
1404.0,Chen,Male,Groceries,Rice,1.0,999.0,10.0,04-27-2024,Wholesale,West,,Rice
1405.0,Riya,,Clothing,Jeans,1.0,999.0,10.0,06-10-2024,,East,-9876543119,Jeans
1406.0,Riya,,electronics,Laptop,2.0,,5.0,11-04-2024,,South,-9876543119,Laptop
1407.0,Riya,, CLOTHING ,Shirt,5.0,,10.0,02-18-2024,Wholesale,South,91-9988776655,Shirt
1408.0,Ali,,electronics,Tablet,4.0,199.0,15.0,08-31-2024,Online,North,-9876543119,Tablet
1409.0,Sam,Female,electronics,Laptop,1.0,1500.0,,03-23-2024,Online,East,-9876543119,Laptop
1410.0,John,Male, CLOTHING ,Jacket,,,,07-23-2024,Wholesale,,91-9988776655,Jacket
1411.0,Ahmed,Female, CLOTHING ,Jeans,3.0,,0.0,02-27-2025,Wholesale,South,9876543210,Jeans
1412.0,Ahmed,Female,Clothing,Jacket,1.0,999.0,,01-17-2025,,South,9876543210,Jacket
1413.0,Riya,,Furniture,Chair,2.0,199.0,5.0,01-24-2025,Retail,North,,Chair
1414.0,Ali,,GROCERIES,Bananas,4.0,499.0,15.0,01-12-2025,Wholesale,East,-9876543119,Bananas
1415.0,John,Female,Clothing,Shirt,2.0,,,02-07-2025,Retail,South,91-9988776655,Shirt
1416.0,Sam,Female,Groceries,Bananas,5.0,,10.0,09-03-2024,Retail,East,91-9988776655,Bananas
1417.0,Maria,Male,GROCERIES,Rice,2.0,1500.0,,05-22-2024,Retail,North,,Rice
1418.0,Sam,Female, CLOTHING ,Jeans,1.0,499.0,10.0,01-15-2025,Retail,South,91-9988776655,Jeans
1419.0,Chen,,Groceries,Apples,3.0,,10.0,02-17-2024,Retail,North,,Apples
1420.0,Emily,Male,Electronics,Laptop,2.0,499.0,0.0,06-15-2024,Wholesale,West,9876543210,Laptop
1421.0,Chen,Male,Electronics,Laptop,2.0,,,02-14-2025,Wholesale,North,-9876543119,Laptop
1422.0,Emily,Female,GROCERIES,Bananas,4.0,,0.0,09-15-2024,Online,East,9876543210,Bananas
1423.0,Ahmed,,electronics,Mobile,,,15.0,08-02-2024,Wholesale,South,-9876543119,Mobile
1424.0,John,Female,Clothing,Shirt,3.0,1500.0,5.0,03-18-2024,Retail,East,9876543210,Shirt
1425.0,Sam,,GROCERIES,Rice,5.0,,0.0,06-26-2024,Retail,North,9876543210,Rice
1426.0,Emily,Male,Furniture,Desk,5.0,,,10-28-2024,Online,South,-9876543119,Desk
1427.0,Ahmed,Male,Groceries,Rice,,,,02-27-2025,Online,East,,Rice
1428.0,Wei,Male, CLOTHING ,Shirt,3.0,,,02-21-2025,Online,East,,Shirt
1429.0,John,Female,GROCERIES,Apples,,499.0,0.0,05-21-2024,,,91-9988776655,Apples
1430.0,John,Male,Groceries,Rice,2.0,1500.0,,02-27-2024,Retail,West,,Rice
1431.0,Asha,Male,GROCERIES,Rice,2.0,,10.0,02-06-2025,Online,South,,Rice
1432.0,Maria,Male,Groceries,Apples,,199.0,,03-04-2025,,,9876543210,Apples
1433.0,Chen,Male,Electronics,Tablet,5.0,,5.0,09-01-2024,Wholesale,West,9876543210,Tablet
1434.0,Ahmed,Female,Groceries,Rice,,999.0,,01-09-2024,Online,West,91-9988776655,Rice
1435.0,Ahmed,,Groceries,Rice,1.0,999.0,0.0,12-01-2024,Online,,,Rice
1436.0,Ali,Male,Electronics,Mobile,,199.0,,02-08-2025,Retail,,91-9988776655,Mobile
1437.0,Chen,Male,electronics,Laptop,3.0,999.0,0.0,07-06-2024,Retail,,91-9988776655,Laptop
1438.0,John,Male,Groceries,Bananas,5.0,499.0,0.0,02-11-2024,Wholesale,North,-9876543119,Bananas
1439.0,Sam,,Furniture,Desk,1.0,999.0,10.0,05-15-2024,,North,-9876543119,Desk
1440.0,Maria,,electronics,Tablet,,,5.0,08-12-2024,Online,,91-9988776655,Tablet
1441.0,Ali,,Furniture,Chair,,199.0,0.0,03-13-2025,Retail,South,91-9988776655,Chair
1442.0,Sam,Male,GROCERIES,Rice,,199.0,5.0,04-30-2025,Wholesale,,91-9988776655,Rice
1443.0,Maria,Female,Clothing,Shirt,2.0,,15.0,01-19-2024,Online,,,Shirt
1444.0,Ali,Female,Groceries,Bananas,4.0,,,10-25-2024,Wholesale,,,Bananas
1445.0,Asha,Female, CLOTHING ,Shirt,2.0,499.0,10.0,02-05-2025,Online,,-9876543119,Shirt
1446.0,Emily,,Furniture,Desk,3.0,499.0,,12-18-2024,,,,Desk
1447.0,Chen,Female,GROCERIES,Rice,1.0,,5.0,01-12-2025,,West,-9876543119,Rice
1448.0,Ali,,Electronics,Mobile,2.0,,,08-15-2024,Wholesale,,,Mobile
1449.0,Chen,,Groceries,Rice,4.0,499.0,,05-17-2024,,North,9876543210,Rice
1450.0,Wei,Male,Clothing,Jacket,4.0,,,05-15-2025,Wholesale,East,91-9988776655,Jacket
1451.0,Maria,Female,Furniture,Desk,5.0,499.0,0.0,03-09-2024,Retail,North,-9876543119,Desk
1452.0,Asha,, CLOTHING ,Jeans,3.0,999.0,5.0,04-28-2025,Retail,East,,Jeans
1453.0,Wei,,GROCERIES,Rice,1.0,199.0,,07-27-2024,Retail,East,,Rice
1454.0,John,Female,Furniture,Desk,5.0,,,11-01-2024,,West,,Desk
1455.0,Asha,Male,Clothing,Jeans,4.0,,10.0,01-30-2025,Online,East,91-9988776655,Jeans
1456.0,Emily,,Groceries,Bananas,3.0,999.0,5.0,03-07-2024,Retail,,9876543210,Bananas
1457.0,Chen,,GROCERIES,Rice,3.0,1500.0,,06-12-2024,Wholesale,South,,Rice
1458.0,Riya,,electronics,Tablet,5.0,1500.0,,05-01-2024,Online,East,,Tablet
1459.0,Emily,,GROCERIES,Bananas,3.0,499.0,5.0,04-09-2024,Wholesale,East,,Bananas
1460.0,Ali,Female,Electronics,Laptop,,1500.0,10.0,09-24-2024,Retail,North,,Laptop
1461.0,Maria,Female,Clothing,Jacket,,499.0,,03-12-2025,,North,,Jacket
1462.0,Asha,,GROCERIES,Rice,4.0,1500.0,15.0,09-25-2024,Online,East,9876543210,Rice
1463.0,Riya,, CLOTHING ,Jeans,,,,03-10-2025,,East,91-9988776655,Jeans
1464.0,John,Male,Electronics,Mobile,,999.0,,05-13-2024,,North,,Mobile
1465.0,Emily,, CLOTHING ,Jeans,,,5.0,01-22-2024,,,9876543210,Jeans
1466.0,Sam,, CLOTHING ,Jeans,5.0,199.0,,04-03-2024,Retail,West,9876543210,Jeans
1467.0,Emily,Male,GROCERIES,Apples,1.0,,0.0,04-28-2025,Retail,North,,Apples
1468.0,Chen,Male,GROCERIES,Apples,2.0,499.0,,11-30-2024,,North,-9876543119,Apples
1469.0,Emily,,GROCERIES,Bananas,3.0,999.0,5.0,02-18-2024,Wholesale,West,,Bananas
1470.0,Asha,,Clothing,Shirt,,,,07-08-2024,,South,,Shirt
1471.0,John,,electronics,Mobile,,1500.0,0.0,10-19-2024,Retail,,,Mobile
1472.0,Emily,Male,Electronics,Laptop,5.0,199.0,,03-23-2024,Retail,North,,Laptop
1473.0,Chen,Female,Clothing,Shirt,4.0,199.0,,01-16-2025,Retail,,91-9988776655,Shirt
1474.0,Ahmed,Female,Electronics,Tablet,1.0,999.0,15.0,12-26-2024,Online,North,9876543210,Tablet
1475.0,Wei,Male,Electronics,Mobile,4.0,,15.0,04-29-2025,,South,91-9988776655,Mobile
1476.0,Sam,Male,Groceries,Apples,4.0,999.0,5.0,02-25-2024,Online,West,,Apples
1477.0,Wei,, CLOTHING ,Jacket,3.0,499.0,15.0,03-01-2024,,North,,Jacket
1478.0,Asha,Female,Electronics,Mobile,5.0,1500.0,10.0,05-11-2025,Online,East,,Mobile
1479.0,Riya,Female,GROCERIES,Bananas,,499.0,15.0,05-07-2024,Wholesale,East,91-9988776655,Bananas
1480.0,Wei,,Clothing,Shirt,5.0,499.0,,08-05-2024,Wholesale,East,-9876543119,Shirt
1481.0,Riya,Female, CLOTHING ,Shirt,3.0,,0.0,09-10-2024,,East,9876543210,Shirt
1482.0,John,Male,electronics,Tablet,4.0,,10.0,04-06-2024,,West,91-9988776655,Tablet
1483.0,John,Male,Clothing,Jacket,3.0,499.0,10.0,07-06-2024,Retail,North,,Jacket
1484.0,Wei,Female, CLOTHING ,Shirt,,499.0,0.0,02-24-2025,Wholesale,North,91-9988776655,Shirt
1485.0,Asha,Female,Electronics,Tablet,,999.0,10.0,06-30-2024,Wholesale,East,,Tablet
1486.0,Riya,Male,electronics,Laptop,,199.0,15.0,10-29-2024,Online,West,91-9988776655,Laptop
1487.0,Sam,,Groceries,Rice,3.0,,5.0,12-06-2024,Online,East,,Rice
1488.0,Wei,Male,Groceries,Rice,5.0,499.0,15.0,12-07-2024,,South,91-9988776655,Rice
1489.0,Ahmed,Female, CLOTHING ,Jeans,,499.0,,04-21-2025,,West,91-9988776655,Jeans
1490.0,John,,electronics,Tablet,1.0,1500.0,0.0,10-21-2024,Online,West,91-9988776655,Tablet
1491.0,Ahmed,Female, CLOTHING ,Shirt,4.0,199.0,,02-21-2024,Wholesale,,91-9988776655,Shirt
1492.0,Chen,,electronics,Laptop,5.0,1500.0,10.0,11-10-2024,Online,,9876543210,Laptop
1493.0,Maria,Male,Furniture,Sofa,1.0,,,07-25-2024,,South,91-9988776655,Sofa
1494.0,Ali,,Clothing,Jeans,2.0,,0.0,12-16-2024,Wholesale,North,,Jeans
1495.0,Asha,,Electronics,Tablet,,1500.0,5.0,10-06-2024,Wholesale,South,91-9988776655,Tablet
1496.0,Chen,Male,Groceries,Rice,4.0,499.0,10.0,02-27-2024,Wholesale,South,,Rice
1497.0,Riya,Male,Furniture,Desk,2.0,,10.0,12-09-2024,Wholesale,,,Desk
1498.0,Maria,,electronics,Laptop,,,,01-31-2025,Online,West,,Laptop
1499.0,Wei,,electronics,Tablet,,,0.0,09-11-2024,Online,,91-9988776655,Tablet
